name,osm_way_id,osm_relation_id,building,amenity,geometry,centroid
,466641851,,yes,,"POLYGON ((116.3282003 39.9542178, 116.3289715 39.9542719, 116.3289832 39.9541748, 116.3282119 39.9541206, 116.3282003 39.9542178))",POINT (116.328591664142 39.95419626955153)
,466643046,,yes,,"POLYGON ((116.3258511 39.9510179, 116.3263331 39.9510451, 116.3263419 39.9509536, 116.3258599 39.9509265, 116.3258511 39.9510179))",POINT (116.3260965436707 39.95098577761202)
,466643047,,yes,,"POLYGON ((116.325819 39.951324, 116.3263038 39.9513484, 116.3263118 39.9512555, 116.3258269 39.9512311, 116.325819 39.951324))",POINT (116.3260653773154 39.95128974851981)
,466643048,,yes,,"POLYGON ((116.3257928 39.9516485, 116.3262776 39.9516682, 116.326284 39.9515751, 116.3257993 39.9515554, 116.3257928 39.9516485))",POINT (116.3260384231311 39.95161180152452)
,466643049,,yes,,"POLYGON ((116.3257694 39.9519809, 116.3262665 39.9520033, 116.3262761 39.9518775, 116.3257791 39.9518551, 116.3257694 39.9519809))",POINT (116.32602277336 39.9519292020352)
,466643050,,yes,,"POLYGON ((116.3257157 39.9523342, 116.3258782 39.9523416, 116.3259009 39.952047, 116.3257384 39.9520396, 116.3257157 39.9523342))",POINT (116.3258083 39.9521906)
,466643051,,yes,,"POLYGON ((116.3259036 39.9522862, 116.3262339 39.9523057, 116.326245 39.9521959, 116.3259147 39.9521763, 116.3259036 39.9522862))",POINT (116.3260742751202 39.95224102324735)
,466643052,,yes,,"POLYGON ((116.3257056 39.9526536, 116.3257159 39.9525348, 116.3258888 39.9525436, 116.325884 39.9525985, 116.3263481 39.9526222, 116.3263379 39.9527396, 116.3258732 39.9527159, 116.3258778 39.9526624, 116.3257056 39.9526536))",POINT (116.3260249867926 39.95264978897561)
,466643053,,yes,,"POLYGON ((116.3264484 39.9510555, 116.3264567 39.9509481, 116.3270701 39.9509757, 116.3270619 39.9510832, 116.3264484 39.9510555))",POINT (116.326759320155 39.95101562860698)
,466643054,,yes,,"POLYGON ((116.326432 39.9516841, 116.3264379 39.9515864, 116.326914 39.9516035, 116.326908 39.9517012, 116.326432 39.9516841))",POINT (116.3266729765593 39.95164379834576)
,466643055,,yes,,"POLYGON ((116.3264095 39.9520075, 116.3264165 39.951911, 116.3269547 39.9519339, 116.3269477 39.9520304, 116.3264095 39.9520075))",POINT (116.3266821 39.9519707)
,466643056,,yes,,"POLYGON ((116.3263841 39.9523253, 116.3263927 39.9522282, 116.3269439 39.952257, 116.3269353 39.9523541, 116.3263841 39.9523253))",POINT (116.326664 39.95229115)
,466643057,,yes,,"POLYGON ((116.3267095 39.9526625, 116.3268965 39.9526681, 116.3269091 39.952423, 116.3267221 39.9524173, 116.3267095 39.9526625))",POINT (116.326809293682 39.95254272424761)
,466643058,,yes,,"POLYGON ((116.3269161 39.9528213, 116.3269267 39.952733, 116.3276852 39.9527868, 116.3276746 39.9528751, 116.3269161 39.9528213))",POINT (116.32730065 39.95280405)
,466643059,,yes,,"POLYGON ((116.3276187 39.9534299, 116.3280729 39.9534612, 116.3281005 39.9532258, 116.3280028 39.9532191, 116.328014 39.9531241, 116.3277618 39.9531067, 116.3277511 39.9531974, 116.3276468 39.9531902, 116.3276187 39.9534299))",POINT (116.3278631882329 39.9532973096246)
,466643060,,yes,,"POLYGON ((116.3279092 39.9525942, 116.3283615 39.9526314, 116.3284052 39.952319, 116.3283095 39.9523111, 116.328323 39.9522147, 116.3280722 39.9521941, 116.3280598 39.9522831, 116.3279539 39.9522744, 116.3279092 39.9525942))",POINT (116.3281613797448 39.95242611203719)
,466643061,,yes,,"POLYGON ((116.3272582 39.9510557, 116.3272681 39.9509447, 116.3285883 39.9510138, 116.3285784 39.9511249, 116.3272582 39.9510557))",POINT (116.3279233486035 39.95103478022718)
,466643062,,yes,,"POLYGON ((116.327216 39.9525079, 116.3272294 39.9524063, 116.3277412 39.9524459, 116.3277278 39.9525476, 116.327216 39.9525079))",POINT (116.3274786415051 39.95247692843366)
,466643063,,yes,,"POLYGON ((116.3278879 39.9520396, 116.3284268 39.9520751, 116.3284413 39.9519456, 116.3279024 39.9519101, 116.3278879 39.9520396))",POINT (116.3281646 39.9519926)
,466643064,,yes,,"POLYGON ((116.3271613 39.9517243, 116.327172 39.9516074, 116.3277535 39.9516387, 116.3277427 39.9517556, 116.3271613 39.9517243))",POINT (116.3274573773736 39.95168149845236)
,466643065,,yes,,"POLYGON ((116.3270822 39.9514117, 116.3279457 39.9514634, 116.3279543 39.9513794, 116.3270908 39.9513276, 116.3270822 39.9514117))",POINT (116.3275181649165 39.95139551981791)
,466643066,,yes,,"POLYGON ((116.3281471 39.9513672, 116.3289218 39.9514221, 116.3289085 39.9515322, 116.3281338 39.9514772, 116.3281471 39.9513672))",POINT (116.328527858147 39.95144967926747)
,466643067,,yes,,"POLYGON ((116.3288046 39.9521283, 116.329152 39.9521531, 116.3292145 39.9516387, 116.3292883 39.951644, 116.3292973 39.9515699, 116.3290773 39.9515542, 116.3290689 39.9516231, 116.3289934 39.9516177, 116.3289915 39.9516331, 116.3289454 39.9516495, 116.3289116 39.9516898, 116.3288583 39.951686, 116.3288046 39.9521283))",POINT (116.3290277654741 39.9518661647742)
富海大厦,466643068,,yes,,"POLYGON ((116.3287551 39.9523032, 116.3290919 39.9523327, 116.3290129 39.9528627, 116.3290876 39.9528692, 116.3290766 39.9529427, 116.3286651 39.9529067, 116.3287551 39.9523032))",POINT (116.3288828798855 39.95262713742092)
,466643069,,yes,,"POLYGON ((116.3282423 39.9537153, 116.3282583 39.9535701, 116.3288907 39.9536113, 116.3288776 39.9537292, 116.3290321 39.9537393, 116.3290172 39.9538732, 116.3288711 39.9538637, 116.3288829 39.953757, 116.3282423 39.9537153))",POINT (116.3286346373955 39.95368768511447)
,466643070,,yes,,"POLYGON ((116.3282874 39.9532771, 116.3288983 39.953312, 116.3288863 39.9534353, 116.3290687 39.9534458, 116.3290937 39.9531883, 116.3283005 39.953143, 116.3282874 39.9532771))",POINT (116.3287417088923 39.95325822209876)
,467888304,,yes,,"POLYGON ((116.3561028 39.9505476, 116.3561781 39.950581, 116.3567689 39.9506079, 116.3568143 39.9505477, 116.3562814 39.9503111, 116.3561028 39.9505476))",POINT (116.3564260841872 39.95049583458835)
,467888306,,yes,,"POLYGON ((116.3559803 39.9508894, 116.3566322 39.9509134, 116.3566398 39.950792, 116.3559879 39.9507679, 116.3559803 39.9508894))",POINT (116.3563100053787 39.95084067325667)
,467888307,,yes,,"POLYGON ((116.356709 39.950922, 116.3573469 39.9509374, 116.3573517 39.9508214, 116.3567138 39.950806, 116.356709 39.950922))",POINT (116.35703035 39.95087169999999)
,467888309,,yes,,"POLYGON ((116.3574231 39.9509051, 116.3575045 39.9507992, 116.3578178 39.9509363, 116.35777 39.9510014, 116.3574196 39.9509919, 116.3574231 39.9509051))",POINT (116.3575921868476 39.95092382789022)
,467888311,,yes,,"POLYGON ((116.3568566 39.9506249, 116.3569006 39.9505671, 116.3572057 39.9507034, 116.3571617 39.9507612, 116.3568566 39.9506249))",POINT (116.35703115 39.95066415)
,467888313,,yes,,"POLYGON ((116.3556987 39.9507774, 116.356052 39.9502922, 116.355934 39.9502416, 116.3555806 39.9507269, 116.3556987 39.9507774))",POINT (116.3558163176243 39.9505095311527)
,468435300,,yes,,"POLYGON ((116.3386738 39.9490469, 116.3391546 39.9491217, 116.3392034 39.94894, 116.3387086 39.9488652, 116.3386738 39.9490469))",POINT (116.33893566048 39.94899310137468)
,468435301,,apartments,,"POLYGON ((116.3373173 39.9478715, 116.337678 39.9479746, 116.3378431 39.9476746, 116.3375129 39.9475715, 116.3373173 39.9478715))",POINT (116.337585959318 39.94777470045067)
,468435302,,apartments,,"POLYGON ((116.3380387 39.9480871, 116.3383933 39.9481809, 116.3385401 39.9478903, 116.3382099 39.9477824, 116.3380387 39.9480871))",POINT (116.3382931728159 39.94798571150744)
,468435303,,apartments,,"POLYGON ((116.3387113 39.948298, 116.3390475 39.9483918, 116.3392187 39.9481199, 116.3388886 39.9480121, 116.3387113 39.948298))",POINT (116.3389652954712 39.94820489333184)
,468435304,,apartments,,"POLYGON ((116.339396 39.9485371, 116.3397384 39.9486402, 116.3398851 39.9483402, 116.3395611 39.9482324, 116.339396 39.9485371))",POINT (116.3396437836274 39.9484382506858)
,468435305,,apartments,,"POLYGON ((116.3400808 39.9487386, 116.3404232 39.9488464, 116.3406066 39.9485418, 116.3402642 39.9484386, 116.3400808 39.9487386))",POINT (116.3403439608538 39.9486416356992)
,468435306,,apartments,,"POLYGON ((116.3407656 39.948973, 116.3411202 39.9490808, 116.3412791 39.9487808, 116.340949 39.9486777, 116.3407656 39.948973))",POINT (116.341027280467 39.94887967795698)
,468435307,,apartments,,"POLYGON ((116.3404269 39.9492651, 116.3405822 39.9492867, 116.3405681 39.9493517, 116.3409258 39.9494202, 116.3410011 39.9492651, 116.3404739 39.949164, 116.3404269 39.9492651))",POINT (116.3407268366789 39.94929034664342)
,468435308,,apartments,,"POLYGON ((116.3415941 39.9496295, 116.3419095 39.94968, 116.3419801 39.9494635, 116.3419283 39.9494274, 116.3418201 39.9494599, 116.3417589 39.9493986, 116.3416883 39.9493769, 116.3416506 39.9494455, 116.3415941 39.9496295))",POINT (116.3417860875418 39.94953918240103)
,468435309,,yes,,"POLYGON ((116.3403751 39.9503367, 116.3408928 39.9504305, 116.340954 39.9502465, 116.3404457 39.9501779, 116.3403751 39.9503367))",POINT (116.3406722822974 39.95029928342278)
,468435310,,yes,,"POLYGON ((116.3407422 39.9501022, 116.340954 39.9501491, 116.3410905 39.9497305, 116.3408411 39.9496656, 116.3407422 39.9501022))",POINT (116.3409082724615 39.94990559484938)
,468435311,,yes,,"POLYGON ((116.3404269 39.9497089, 116.3405963 39.9497233, 116.3406575 39.949597, 116.3405069 39.9495609, 116.3404269 39.9497089))",POINT (116.3405444226597 39.94964767904473)
,468435312,,yes,,"POLYGON ((116.3421872 39.9502212, 116.3423284 39.9502393, 116.342479 39.9496656, 116.3423284 39.9496223, 116.3421872 39.9502212))",POINT (116.3423315333333 39.94993201699794)
,468435313,,yes,,"POLYGON ((116.3409776 39.9505604, 116.3414906 39.9506398, 116.3415141 39.950564, 116.3416694 39.9505748, 116.3417212 39.9503403, 116.3415894 39.9503114, 116.3415141 39.9505099, 116.3410105 39.9504486, 116.3409776 39.9505604))",POINT (116.3413913873382 39.95050723775549)
,468435314,,yes,,"POLYGON ((116.3410999 39.9502429, 116.3415 39.9502898, 116.3415424 39.950196, 116.3411423 39.9501346, 116.3410999 39.9502429))",POINT (116.341316673629 39.95021509111142)
,468435315,,yes,,"POLYGON ((116.3430815 39.9501599, 116.3432085 39.9501924, 116.3433027 39.9499218, 116.3431615 39.9498965, 116.3431803 39.9498135, 116.3425967 39.9497017, 116.3425543 39.9498171, 116.3431426 39.9499362, 116.3430815 39.9501599))",POINT (116.3429810788487 39.94989438751591)
,468435316,,yes,,"POLYGON ((116.3423378 39.9495176, 116.3425167 39.9495537, 116.3425637 39.9493841, 116.3423755 39.9493553, 116.3423378 39.9495176))",POINT (116.3424493506281 39.94945227831407)
,468435317,,yes,,"POLYGON ((116.3424319 39.9491929, 116.3426202 39.9492398, 116.3426531 39.9490702, 116.3424461 39.9490486, 116.3424319 39.9491929))",POINT (116.3425408884546 39.94913741962004)
,468435318,,yes,,"POLYGON ((116.3427708 39.9492506, 116.3432886 39.9493841, 116.3433356 39.9492759, 116.3428038 39.949146, 116.3427708 39.9492506))",POINT (116.3430524451214 39.94926462522705)
,468435319,,yes,,"POLYGON ((116.3434674 39.9502285, 116.3439663 39.9502321, 116.3439946 39.9501455, 116.3448088 39.9501599, 116.3448088 39.950012, 116.3439946 39.9500156, 116.3439757 39.9500805, 116.3434533 39.9500841, 116.3434674 39.9502285))",POINT (116.3441306659261 39.95011248125613)
,468435321,,yes,,"POLYGON ((116.3434392 39.9497017, 116.343971 39.9498316, 116.3440275 39.9497414, 116.3434721 39.9496151, 116.3434392 39.9497017))",POINT (116.3437317781873 39.94972317479297)
,468435322,,yes,,"POLYGON ((116.343425 39.9493805, 116.3444135 39.9496367, 116.3444794 39.9495429, 116.3434674 39.9492723, 116.343425 39.9493805))",POINT (116.343940509868 39.94945630597107)
,468435323,,yes,,"POLYGON ((116.3442534 39.949846, 116.3446723 39.9499254, 116.3447476 39.9497089, 116.3450442 39.949763, 116.3450771 39.9496836, 116.3447194 39.949579, 116.3445735 39.9497991, 116.3442911 39.9497125, 116.3442534 39.949846))",POINT (116.3446473910536 39.94975932967878)
,468435324,,yes,,"POLYGON ((116.342639 39.9484243, 116.3427991 39.948446, 116.3427285 39.9486697, 116.3427049 39.9487347, 116.3425543 39.9487094, 116.342639 39.9484243))",POINT (116.3426754342358 39.94857769082391)
,468435325,,yes,,"POLYGON ((116.3427096 39.9488032, 116.3437781 39.9490522, 116.3438157 39.9489367, 116.3427285 39.9486697, 116.3427096 39.9488032))",POINT (116.343248768004 39.94886302684977)
,468435326,,yes,,"POLYGON ((116.3438769 39.9491135, 116.3443758 39.9492326, 116.3444135 39.949146, 116.3439098 39.9490161, 116.3438769 39.9491135))",POINT (116.3441400647645 39.94912593588305)
,468435327,,yes,,"POLYGON ((116.3436227 39.9486877, 116.3443334 39.9488718, 116.3443805 39.948778, 116.3436886 39.9486012, 116.3436227 39.9486877))",POINT (116.3440075396041 39.94873524436032)
,468435328,,yes,,"POLYGON ((116.3445782 39.9489872, 116.3446959 39.9490089, 116.3446959 39.9489728, 116.3448512 39.9490017, 116.3448371 39.9490522, 116.3449218 39.9490774, 116.344983 39.948879, 116.3446347 39.9487888, 116.3445782 39.9489872))",POINT (116.3447813062417 39.94892302371712)
,468435329,,yes,,"POLYGON ((116.3433168 39.9483738, 116.3433968 39.9483955, 116.3434109 39.948363, 116.3436698 39.9483991, 116.3436463 39.9484424, 116.3437498 39.9484496, 116.3437781 39.9483197, 116.3433592 39.9482548, 116.3433168 39.9483738))",POINT (116.3435557652554 39.94834374893822)
,468435330,,yes,,"POLYGON ((116.3437922 39.9480491, 116.3438769 39.9480671, 116.3438816 39.9480274, 116.3441499 39.9480743, 116.3441405 39.948114, 116.3442111 39.9481249, 116.344244 39.9479986, 116.3438392 39.9479264, 116.3437922 39.9480491))",POINT (116.3440235194028 39.94801500159442)
,468435331,,yes,,"POLYGON ((116.3427708 39.9480166, 116.3428367 39.9480238, 116.3428508 39.9479841, 116.3431097 39.9480346, 116.3431003 39.9480743, 116.3432085 39.9480924, 116.3432321 39.9479697, 116.3428085 39.9479011, 116.3427708 39.9480166))",POINT (116.3430165799269 39.94798624003387)
,468435332,,yes,,"POLYGON ((116.3428179 39.9477171, 116.3429308 39.9477352, 116.3429591 39.9476846, 116.3430485 39.9477027, 116.3432085 39.9471903, 116.3429779 39.9471506, 116.3428179 39.9477171))",POINT (116.3430110416155 39.94743805537315)
,468464029,,yes,,"POLYGON ((116.3431003 39.9470496, 116.343185 39.9470676, 116.3431709 39.9471037, 116.3433262 39.947129, 116.3433544 39.9470532, 116.3434109 39.9470568, 116.3434486 39.9469522, 116.343345 39.9469377, 116.343345 39.9468764, 116.3431944 39.9468583, 116.3431803 39.9469522, 116.3431144 39.9469377, 116.3431003 39.9470496))",POINT (116.3432664597213 39.94699511612735)
,468464030,,yes,,"POLYGON ((116.3421025 39.9475114, 116.3424178 39.9475259, 116.3424602 39.9472949, 116.3421213 39.9472877, 116.3421025 39.9475114))",POINT (116.3422765903266 39.94740370280764)
,468464032,,yes,,"POLYGON ((116.3437451 39.9470965, 116.3438581 39.9471073, 116.3438534 39.947147, 116.3439851 39.9471723, 116.3440134 39.9471037, 116.3440981 39.9471037, 116.3441169 39.9470099, 116.3439946 39.9469882, 116.3440134 39.9469413, 116.3438581 39.9469125, 116.3438487 39.9469991, 116.3437828 39.9469882, 116.3437451 39.9470965))",POINT (116.3439315191997 39.94704526370414)
,468464034,,yes,,"POLYGON ((116.3432038 39.9466527, 116.3433356 39.9466563, 116.3433215 39.9466923, 116.3440887 39.9467465, 116.3441028 39.9465985, 116.3433592 39.9465733, 116.343378 39.9464939, 116.3432132 39.9464903, 116.3432038 39.9466527))",POINT (116.3436450795711 39.94663766765492)
,468464035,,yes,,"POLYGON ((116.3433733 39.9460825, 116.3437545 39.9461258, 116.3438251 39.9458588, 116.3434533 39.9458119, 116.3433733 39.9460825))",POINT (116.3436008809613 39.94597016911382)
,468464037,,yes,,"POLYGON ((116.3434956 39.9455413, 116.3439145 39.9455954, 116.343971 39.945332, 116.3435757 39.9452815, 116.3434956 39.9455413))",POINT (116.3437389393257 39.94543883061099)
,468464038,,yes,,"POLYGON ((116.3429261 39.9455701, 116.343072 39.9455377, 116.3430391 39.9454619, 116.3431238 39.9454402, 116.3430956 39.9453645, 116.3431662 39.9453428, 116.3431426 39.9452634, 116.3429685 39.9452995, 116.3429826 39.9453753, 116.3429073 39.9453969, 116.342945 39.9454727, 116.3428744 39.9454763, 116.3429261 39.9455701))",POINT (116.3430209806524 39.94541455165867)
,468464040,,yes,,"POLYGON ((116.3436933 39.9449567, 116.3440134 39.9449928, 116.3440699 39.9447294, 116.3437686 39.9447041, 116.3436933 39.9449567))",POINT (116.3438868036532 39.94484729159046)
,468464041,,yes,,"POLYGON ((116.3426249 39.9450289, 116.3432227 39.9450613, 116.3432509 39.9449423, 116.3426484 39.944917, 116.3426249 39.9450289))",POINT (116.3429398758174 39.94498747660418)
,468464042,,yes,,"POLYGON ((116.3443934 39.9441507, 116.3446361 39.9442191, 116.3448508 39.9436631, 116.3446249 39.9436075, 116.3443934 39.9441507))",POINT (116.344624991933 39.94391405353471)
,468464044,,yes,,"POLYGON ((116.343763 39.944542, 116.3442511 39.9445869, 116.3443209 39.9441849, 116.3438606 39.944155, 116.343763 39.944542))",POINT (116.3440497135715 39.94436941209948)
,468464045,,yes,,"POLYGON ((116.3446269 39.9435509, 116.3448994 39.9436048, 116.3451348 39.943076, 116.3449985 39.9430254, 116.3444947 39.9431805, 116.3446269 39.9435509))",POINT (116.3448114005036 39.94329996211846)
,468464047,,yes,,"POLYGON ((116.3431898 39.9438644, 116.3432712 39.9438991, 116.3434477 39.9438887, 116.3435292 39.9438263, 116.3434839 39.9436597, 116.343407 39.9436181, 116.3431852 39.9436493, 116.3431536 39.9436979, 116.3431898 39.9438644))",POINT (116.3433387808832 39.94376136602711)
,468464049,,yes,,"POLYGON ((116.342004 39.944083, 116.3426602 39.9440067, 116.3426466 39.9438644, 116.3419768 39.9439581, 116.342004 39.944083))",POINT (116.3423282094756 39.94397696810142)
,468464052,,yes,,"POLYGON ((116.3429001 39.9443884, 116.3431173 39.9443641, 116.3431898 39.9443121, 116.3431389 39.9441187, 116.3430936 39.9441, 116.3431145 39.9440198, 116.342801 39.9440492, 116.3428497 39.9441027, 116.3428254 39.9441588, 116.3428358 39.9443297, 116.3429001 39.9443884))",POINT (116.342992378217 39.94420820101486)
,468464053,,yes,,"POLYGON ((116.3423376 39.944872, 116.3420972 39.944896, 116.3420449 39.944522, 116.3427731 39.9444339, 116.3427975 39.9445648, 116.3426477 39.9445915, 116.3426268 39.9446396, 116.3425222 39.9446503, 116.3425048 39.9446048, 116.3422191 39.9446503, 116.3422853 39.9447037, 116.3423132 39.9447811, 116.3423376 39.944872))",POINT (116.3423504032494 39.94462288050033)
,468464055,,yes,,"POLYGON ((116.3430762 39.9447838, 116.3432469 39.9447598, 116.3431877 39.9444499, 116.3430309 39.9444766, 116.3430762 39.9447838))",POINT (116.3431359824114 39.94461954953204)
,468464057,,yes,,"POLYGON ((116.3420438 39.9452463, 116.3427586 39.9452981, 116.3427824 39.9451946, 116.3420557 39.945158, 116.3420438 39.9452463))",POINT (116.3424200077817 39.94522475548473)
,468464058,,yes,,"POLYGON ((116.34202 39.9455721, 116.342707 39.9456116, 116.3427268 39.9454929, 116.3420279 39.9454625, 116.34202 39.9455721))",POINT (116.3423753201287 39.94553487369242)
,468464060,,yes,,"POLYGON ((116.3419604 39.9459222, 116.3426474 39.9459587, 116.3426593 39.9458552, 116.3419723 39.9458247, 116.3419604 39.9459222))",POINT (116.3423132472695 39.945890374321)
,468464061,,yes,,"POLYGON ((116.3415831 39.947694, 116.3419008 39.9477153, 116.3419286 39.9474961, 116.3416308 39.9474839, 116.3415831 39.947694))",POINT (116.3417615560627 39.94759861446753)
,468464064,,yes,,"POLYGON ((116.33955 39.9476027, 116.3401734 39.9476362, 116.3401774 39.9475144, 116.3395659 39.9474687, 116.33955 39.9476027))",POINT (116.3398614711616 39.94755535528598)
,468464065,,yes,,"POLYGON ((116.3399074 39.9478279, 116.3413886 39.9479771, 116.3414283 39.947831, 116.3399312 39.9477092, 116.3399074 39.9478279))",POINT (116.340690351347 39.94783863999989)
,468464067,,yes,,"POLYGON ((116.3384579 39.9470851, 116.3389503 39.9471338, 116.3390337 39.9468142, 116.3389662 39.946805, 116.3389821 39.9467015, 116.338581 39.9466802, 116.3385771 39.9467655, 116.3389186 39.946805, 116.338863 39.9470181, 116.3384818 39.9469847, 116.3384579 39.9470851))",POINT (116.3387908272502 39.94692111959159)
,468464068,,yes,,"POLYGON ((116.3379457 39.9468538, 116.3384818 39.9468903, 116.3385135 39.9467898, 116.3379457 39.9467563, 116.3379457 39.9468538))",POINT (116.3382240533003 39.94682223417068)
,468464069,,yes,,"POLYGON ((116.3377828 39.9470821, 116.3378901 39.9470851, 116.3379099 39.9468111, 116.3377908 39.9468081, 116.3377828 39.9470821))",POINT (116.3378435313348 39.94694422332748)
,468464071,,yes,,"POLYGON ((116.3378226 39.9472434, 116.338168 39.9472982, 116.338168 39.9473591, 116.3385373 39.9474078, 116.3385215 39.9474626, 116.3388908 39.9475235, 116.3389225 39.947417, 116.3385572 39.9473713, 116.3385691 39.9473135, 116.3382117 39.9472678, 116.3382236 39.9471886, 116.3378424 39.9471521, 116.3378226 39.9472434))",POINT (116.3383695209138 39.94733288523553)
,468464073,,yes,,"POLYGON ((116.3390536 39.9476331, 116.3393117 39.9476727, 116.3393594 39.9475692, 116.3390774 39.9475357, 116.3390536 39.9476331))",POINT (116.3392027488872 39.94760230245076)
,468464074,,yes,,"POLYGON ((116.3382995 39.9465189, 116.3386366 39.9465463, 116.3386525 39.9464854, 116.3390734 39.9464854, 116.3390734 39.946391, 116.3386644 39.9463758, 116.3386684 39.9464458, 116.3383087 39.9464256, 116.3382995 39.9465189))",POINT (116.3386912945142 39.94645666841603)
上园饭店,468464076,,yes,,"POLYGON ((116.3374138 39.9465443, 116.3381965 39.9465689, 116.3381818 39.9464551, 116.3374096 39.9464367, 116.3374138 39.9465443))",POINT (116.3378039019347 39.94650146446279)
,468464077,,yes,,"POLYGON ((116.3368219 39.9468446, 116.337489 39.9468812, 116.337493 39.946732, 116.3368417 39.9467107, 116.3368219 39.9468446))",POINT (116.3371670219432 39.94679267764248)
,468464079,,yes,,"POLYGON ((116.3382908 39.9461808, 116.3387796 39.9462357, 116.3388153 39.9461657, 116.3391608 39.9461779, 116.3391926 39.9460744, 116.3388272 39.9460622, 116.3388193 39.9461201, 116.3382901 39.9460733, 116.3382908 39.9461808))",POINT (116.3387259485695 39.94613969569964)
,468464081,,yes,,"POLYGON ((116.3383412 39.945845, 116.338889 39.9458877, 116.3388994 39.9457773, 116.3383476 39.9457386, 116.3383412 39.945845))",POINT (116.3386211101202 39.94581222336952)
上园住宅,468464082,,residential,,"POLYGON ((116.338019 39.9463192, 116.3382017 39.9463284, 116.338285 39.9456373, 116.3380905 39.9456221, 116.338019 39.9463192))",POINT (116.3381493556538 39.94597294563792)
,468464084,,yes,,"POLYGON ((116.3370283 39.9463849, 116.3372388 39.946388, 116.3372587 39.9458308, 116.3370363 39.94584, 116.3370283 39.9463849))",POINT (116.3371409845303 39.94610845994694)
上园住宅,468464085,,6号楼,,"POLYGON ((116.3377346 39.9455084, 116.3383223 39.9452861, 116.3382032 39.9451035, 116.3376155 39.9453379, 116.3377346 39.9455084))",POINT (116.3379714502404 39.94530777976449)
,468464086,,yes,,"POLYGON ((116.3367742 39.9463119, 116.336798 39.9462144, 116.336111 39.9461322, 116.3360912 39.9462144, 116.3367742 39.9463119))",POINT (116.3364533443517 39.94621950000001)
,468464088,,yes,,"POLYGON ((116.3361587 39.9467137, 116.3367027 39.9467776, 116.3367107 39.9466741, 116.3361865 39.9466132, 116.3361587 39.9467137))",POINT (116.336439888008 39.94669500129508)
,468464089,,yes,,"POLYGON ((116.3359165 39.9466285, 116.3361428 39.9466528, 116.3361706 39.9465584, 116.3360435 39.9465432, 116.3360594 39.9464671, 116.336111 39.9464732, 116.336115 39.9463119, 116.3360634 39.9463027, 116.3360674 39.9462327, 116.3359681 39.9462327, 116.3359165 39.9465189, 116.3360078 39.9465341, 116.3360078 39.9465676, 116.3359204 39.9465645, 116.3359165 39.9466285))",POINT (116.336027183834 39.9464559360594)
,468464091,,yes,,"POLYGON ((116.336663 39.9466041, 116.3368655 39.9466285, 116.3369291 39.9464458, 116.3368894 39.9464458, 116.3368933 39.9463484, 116.3367265 39.9463332, 116.336663 39.9466041))",POINT (116.3367949687511 39.94648452204998)
,468464093,,yes,,"POLYGON ((116.3345596 39.9453031, 116.3346708 39.9453123, 116.3346589 39.9456745, 116.3348569 39.9456714, 116.3348654 39.9455436, 116.3351788 39.9455537, 116.335191 39.9454614, 116.3354328 39.9454594, 116.3354372 39.9453336, 116.3354928 39.9453275, 116.3355087 39.945087, 116.3345636 39.9450717, 116.3345596 39.9453031))",POINT (116.3350074155144 39.94531006960263)
,468464095,,yes,,"POLYGON ((116.3357344 39.9451873, 116.3358655 39.9452512, 116.3358814 39.9451021, 116.3359528 39.9451051, 116.3359528 39.9450077, 116.3359984 39.9449892, 116.3360027 39.9448883, 116.3361153 39.9448739, 116.3361099 39.9448205, 116.3357693 39.9448143, 116.3357344 39.9451873))",POINT (116.3358740060639 39.94498505973294)
,468464098,,yes,,"POLYGON ((116.3357452 39.944804, 116.3361529 39.9447938, 116.336177 39.9445449, 116.3362226 39.9445429, 116.3362494 39.9444483, 116.3357586 39.9444401, 116.3357452 39.944804))",POINT (116.33596766017 39.94461549031823)
,468464099,,yes,,"POLYGON ((116.3352811 39.9448019, 116.3354903 39.9447978, 116.335493 39.9445428, 116.3356888 39.9445428, 116.3356942 39.944403, 116.3352999 39.9443865, 116.3352811 39.9448019))",POINT (116.3354423455324 39.94456504570578)
,468464101,,yes,,"POLYGON ((116.3322773 39.944174, 116.3323181 39.9441844, 116.332309 39.9442954, 116.3324358 39.944292, 116.3324493 39.944233, 116.3325761 39.9442434, 116.3325851 39.9442711, 116.3327073 39.9442746, 116.3326937 39.9441011, 116.3325172 39.9440803, 116.3322865 39.9440631, 116.3322773 39.944174))",POINT (116.3324862574047 39.94417356689679)
,468464103,,yes,,"POLYGON ((116.3326955 39.9444597, 116.3327396 39.9444575, 116.3327425 39.94448, 116.3327748 39.9444868, 116.332769 39.9445656, 116.3329159 39.9445701, 116.3329189 39.9445521, 116.3330071 39.9445611, 116.33301 39.9445341, 116.3331511 39.9445544, 116.3331541 39.9445093, 116.3331011 39.944507, 116.33311 39.9444755, 116.3330453 39.9444732, 116.3330629 39.9444394, 116.3329365 39.9444327, 116.3329424 39.9443989, 116.3328072 39.9443944, 116.3328072 39.9443606, 116.3327102 39.9443583, 116.3326955 39.9444597))",POINT (116.3328944400434 39.94447643034543)
