name,osm_way_id,osm_relation_id,building,amenity,geometry,centroid
,529761029,,yes,,"POLYGON ((116.3235994 39.95846, 116.3243497 39.9585111, 116.3243324 39.9586492, 116.3235895 39.9586, 116.3235994 39.95846))",POINT (116.3239671378074 39.95855491614346)
,529761032,,yes,,"POLYGON ((116.3244207 39.9585358, 116.3248186 39.958561, 116.3248045 39.958692, 116.3244066 39.9586668, 116.3244207 39.9585358))",POINT (116.3246126 39.9586139)
大雄宝殿,529767874,,yes,,"POLYGON ((116.3240517 39.9432195, 116.324416 39.9432517, 116.3243917 39.9434131, 116.3240273 39.9433809, 116.3240517 39.9432195))",POINT (116.3242216728097 39.94331630349794)
,546295817,,apartments,,"POLYGON ((116.3486184 39.9456111, 116.3492201 39.9456142, 116.3492242 39.9455425, 116.3486184 39.9455331, 116.3486184 39.9456111))",POINT (116.3489160712107 39.94557513734173)
,546295818,,apartments,,"POLYGON ((116.3486428 39.945262, 116.3486347 39.9451685, 116.3492364 39.9451716, 116.3492242 39.945262, 116.3486428 39.945262))",POINT (116.3489328975354 39.94521575688928)
,546295819,,apartments,,"POLYGON ((116.348655 39.9448942, 116.3486469 39.9448319, 116.3491998 39.9448319, 116.3492039 39.9449067, 116.3490941 39.9448911, 116.3489356 39.9449098, 116.348655 39.9448942))",POINT (116.3489260640892 39.9448665391695)
,546295820,,apartments,,"POLYGON ((116.3484938 39.9466076, 116.3484938 39.9465234, 116.3492134 39.9465203, 116.3492052 39.9466076, 116.3484938 39.9466076))",POINT (116.3488536972549 39.94656463993373)
,546295821,,apartments,,"POLYGON ((116.3486848 39.9469816, 116.3486848 39.9468943, 116.3491808 39.9468974, 116.3491646 39.9469785, 116.3486848 39.9469816))",POINT (116.3489257793935 39.94693770844435)
,546295822,,apartments,,"POLYGON ((116.3483108 39.9472559, 116.3483068 39.9466793, 116.3484816 39.9466699, 116.3484445 39.947202, 116.3484409 39.9472528, 116.3483108 39.9472559))",POINT (116.3483855822302 39.94695036605253)
,546295823,,apartments,,"POLYGON ((116.3484607 39.9473267, 116.3487534 39.9473298, 116.3487534 39.9473641, 116.3492047 39.9473548, 116.3491966 39.9472363, 116.348786 39.9472457, 116.348786 39.9471989, 116.3484445 39.947202, 116.3485054 39.9472176, 116.3484607 39.9473267))",POINT (116.3488338483312 39.94728554145033)
,546295825,,,parking,"POLYGON ((116.3487273 39.9464426, 116.3487242 39.9458308, 116.3491987 39.9458285, 116.3491925 39.9464591, 116.3487273 39.9464426))",POINT (116.3489618713184 39.94613924859996)
,546295827,,commercial,,"POLYGON ((116.3481178 39.9498285, 116.3481599 39.9489979, 116.3490752 39.9489907, 116.3489771 39.9493989, 116.3488137 39.949671, 116.3485101 39.9497891, 116.3483186 39.9498428, 116.3481178 39.9498285))",POINT (116.3485396808164 39.94936961921162)
时代之光名苑-3号楼,546295829,,apartments,,"POLYGON ((116.3483186 39.9485504, 116.3486455 39.9485361, 116.3486502 39.9483392, 116.3482766 39.9483499, 116.3483186 39.9485504))",POINT (116.348471748914 39.94844174303186)
时代之光名苑-4号楼,546295831,,apartments,,"POLYGON ((116.3490145 39.9485576, 116.3493647 39.9485504, 116.3493787 39.9483177, 116.3490005 39.9483248, 116.3490145 39.9485576))",POINT (116.349189515281 39.94843613549535)
时代之光名苑-1号楼,546295832,,apartments,,"POLYGON ((116.348405 39.9478476, 116.3487375 39.9478434, 116.3487375 39.947646, 116.3483781 39.947646, 116.348405 39.9478476))",POINT (116.3485638085318 39.94774447524811)
时代之光名苑-2号楼,546295833,,apartments,,"POLYGON ((116.3492364 39.9478434, 116.3495798 39.947827, 116.3495851 39.9476255, 116.3492042 39.9476296, 116.3492364 39.9478434))",POINT (116.3493993232694 39.94772967932207)
北京大学口腔医院,548815685,,,hospital,"POLYGON ((116.3182051 39.9503766, 116.3194316 39.9504384, 116.3193877 39.9509502, 116.319617 39.9509618, 116.3195606 39.9516179, 116.3181049 39.9515445, 116.3182051 39.9503766))",POINT (116.3188353380192 39.9510192641099)
中国国家图书馆,625701993,,,library,"POLYGON ((116.3153511 39.9447114, 116.316255 39.9447896, 116.3183284 39.9449829, 116.3185081 39.9435413, 116.318728 39.9419332, 116.3188595 39.940759, 116.3161182 39.9404999, 116.3153511 39.9447114))",POINT (116.3171621567494 39.94276462118189)
文慧园小区2号楼,636436054,,apartments,,"POLYGON ((116.3565059 39.9485857, 116.3565952 39.9484606, 116.3560129 39.948196, 116.3559267 39.9483188, 116.3565059 39.9485857))",POINT (116.3562612856322 39.94839075704709)
文慧园小区3号楼,636436055,,apartments,,"POLYGON ((116.3567031 39.9483472, 116.3568017 39.9482196, 116.3560437 39.9478748, 116.3559513 39.9480118, 116.3567031 39.9483472))",POINT (116.356372682731 39.9481121388972)
文慧园小区4号楼,636436274,,apartments,,"POLYGON ((116.356928 39.9480732, 116.3561731 39.9477331, 116.3562841 39.947589, 116.3570389 39.9479433, 116.356928 39.9480732))",POINT (116.3566013608964 39.94783233228662)
文慧园小区1号楼,636436275,,apartments,,"POLYGON ((116.3559451 39.9478157, 116.3560591 39.9476787, 116.3554984 39.9474378, 116.3553043 39.9477165, 116.3554799 39.9477921, 116.3555754 39.9476575, 116.3559451 39.9478157))",POINT (116.355659322693 39.94764162561694)
学12,637146709,,residential,,"POLYGON ((116.3570637 39.9570427, 116.3575074 39.9570474, 116.3575012 39.9569388, 116.3570822 39.956934, 116.3570637 39.9570427))",POINT (116.3572884726838 39.95699124166435)
,653535067,,retail,,"POLYGON ((116.3241502 39.9475691, 116.3241646 39.9474055, 116.3249031 39.9474435, 116.3248887 39.9476072, 116.3241502 39.9475691))",POINT (116.3245266874217 39.94750632709059)
,665149131,,yes,,"POLYGON ((116.3581953 39.955251, 116.3581964 39.9551037, 116.3585035 39.955105, 116.3585029 39.9551968, 116.3583224 39.955196, 116.358322 39.9552515, 116.3581953 39.955251))",POINT (116.3583315081685 39.95516486780834)
,665149132,,yes,,"POLYGON ((116.358031 39.9556401, 116.3582663 39.9556371, 116.3582736 39.9559703, 116.3583338 39.9559696, 116.3583371 39.9561166, 116.3580415 39.9561204, 116.358031 39.9556401))",POINT (116.3581649094529 39.95589072000163)
,665258059,,yes,,"POLYGON ((116.357489 39.9550896, 116.3574896 39.9550238, 116.3579468 39.9550264, 116.3579462 39.9550922, 116.357489 39.9550896))",POINT (116.3577179 39.955058)
,665258060,,yes,,"POLYGON ((116.3574892 39.9547967, 116.3574908 39.9546692, 116.3578159 39.9546716, 116.3582331 39.9549759, 116.3581632 39.9550274, 116.3578611 39.9548103, 116.3578132 39.9547991, 116.3574892 39.9547967))",POINT (116.3578259015426 39.95479627560031)
,665258722,,yes,,"POLYGON ((116.3570575 39.9555375, 116.3570609 39.9552722, 116.3579559 39.955279, 116.3579542 39.955409, 116.3577054 39.9554071, 116.3577041 39.9555061, 116.3573627 39.9555036, 116.3573623 39.9555399, 116.3570575 39.9555375))",POINT (116.3574482738904 39.95538897301977)
,665258723,,yes,,"POLYGON ((116.3561644 39.9555619, 116.3561691 39.9553049, 116.356664 39.9553103, 116.3566651 39.9552524, 116.3569185 39.9552552, 116.356916 39.9553933, 116.3567643 39.9553916, 116.3567632 39.9554526, 116.356401 39.9554487, 116.3563989 39.9555644, 116.3561644 39.9555619))",POINT (116.35649760156 39.95539108915185)
,665258724,,yes,,"POLYGON ((116.3562238 39.9549508, 116.3562256 39.9550822, 116.3565165 39.9550799, 116.3565159 39.9550333, 116.3563097 39.955035, 116.3563085 39.9549501, 116.3562238 39.9549508))",POINT (116.3563346986207 39.95503527121522)
,665258725,,yes,,"POLYGON ((116.3567789 39.9551105, 116.3567703 39.9549178, 116.3568977 39.9549145, 116.3569044 39.9550668, 116.356849 39.9550682, 116.3568508 39.9551086, 116.3567789 39.9551105))",POINT (116.3568343213943 39.95500492696431)
,665258726,,yes,,"POLYGON ((116.3567505 39.9547997, 116.3567532 39.9547051, 116.357118 39.95471, 116.3571178 39.9547796, 116.3573647 39.9547812, 116.3573674 39.9548819, 116.3570965 39.9548593, 116.3570938 39.9548058, 116.3567505 39.9547997))",POINT (116.3570585121317 39.95478419678392)
,665259181,,yes,,"POLYGON ((116.356086 39.9558498, 116.3560796 39.9556404, 116.3561761 39.9556387, 116.356177 39.9556687, 116.3563417 39.9556658, 116.3563456 39.9557949, 116.3562348 39.9557969, 116.3562363 39.9558471, 116.356086 39.9558498))",POINT (116.3561985028794 39.95574304530441)
,665259182,,yes,,"POLYGON ((116.3570468 39.9558268, 116.3570457 39.955651, 116.3573769 39.9556498, 116.357378 39.9558255, 116.3570468 39.9558268))",POINT (116.3572118342964 39.95573827508694)
,665259183,,yes,,"POLYGON ((116.3563547 39.9557957, 116.3563525 39.9556641, 116.3569573 39.9556581, 116.3569595 39.9557896, 116.3563547 39.9557957))",POINT (116.3566559616945 39.9557268754135)
,665259184,,yes,,"POLYGON ((116.3572177 39.9559888, 116.3574033 39.9559858, 116.3575605 39.955985, 116.3575623 39.9560801, 116.3572195 39.9560839, 116.3572177 39.9559888))",POINT (116.3573900188995 39.95603421375561)
,665259186,,yes,,"POLYGON ((116.3574033 39.9559858, 116.3574006 39.9557397, 116.3576091 39.9557384, 116.3576118 39.9559844, 116.3574033 39.9559858))",POINT (116.3575061929401 39.95586207515363)
,665259187,,yes,,"POLYGON ((116.3574309 39.9557325, 116.357429 39.9556585, 116.3576469 39.9556553, 116.3576488 39.9557293, 116.3574309 39.9557325))",POINT (116.3575389 39.9556939)
,665259188,,yes,,"POLYGON ((116.3577085 39.9557314, 116.3577079 39.9556502, 116.3579338 39.9556492, 116.3579345 39.9557304, 116.3577085 39.9557314))",POINT (116.3578211751266 39.95569030299421)
,665259189,,yes,,"POLYGON ((116.3562036 39.9560217, 116.3563967 39.9560173, 116.3563991 39.9560811, 116.356206 39.9560854, 116.3562036 39.9560217))",POINT (116.3563013752165 39.95605137432837)
,665259190,,yes,,"POLYGON ((116.3565805 39.956082, 116.3565801 39.9559977, 116.356796 39.9559971, 116.3567965 39.9560814, 116.3565805 39.956082))",POINT (116.3566882750767 39.95603955325286)
,665259191,,yes,,"POLYGON ((116.3554973 39.9552694, 116.3555034 39.9550182, 116.3555785 39.9549689, 116.3559025 39.9549735, 116.3558988 39.9551259, 116.3557407 39.9551225, 116.3557158 39.9551233, 116.3557122 39.9552724, 116.3554973 39.9552694))",POINT (116.3556715427108 39.95510085194451)
,665259192,,yes,,"POLYGON ((116.3557366 39.9554357, 116.3557407 39.9551225, 116.3559793 39.9551243, 116.3559753 39.9554375, 116.3557366 39.9554357))",POINT (116.3558579748107 39.95528001093509)
,665259371,,yes,,"POLYGON ((116.3554386 39.9557032, 116.3554472 39.9555245, 116.3558709 39.9555365, 116.3558624 39.9557151, 116.3554386 39.9557032))",POINT (116.3556547545438 39.95561982776825)
,665259372,,yes,,"POLYGON ((116.355474 39.9560914, 116.3554751 39.9559978, 116.3556641 39.955999, 116.355663 39.9560926, 116.355474 39.9560914))",POINT (116.35556905 39.9560452)
,665259373,,yes,,"POLYGON ((116.3556546 39.956208, 116.355654 39.9561535, 116.3576576 39.9561425, 116.3576581 39.9561971, 116.3556546 39.956208))",POINT (116.3566563793806 39.95617527310729)
,665259577,,yes,,"POLYGON ((116.3561793 39.9551957, 116.3561787 39.9550955, 116.3563845 39.9550947, 116.3563851 39.955195, 116.3561793 39.9551957))",POINT (116.3562819171067 39.95514522491336)
,665260273,,yes,,"POLYGON ((116.3553296 39.9564018, 116.3553298 39.9562969, 116.3564334 39.9562978, 116.3564333 39.9564027, 116.3553296 39.9564018))",POINT (116.3558815249274 39.95634980079201)
,665260275,,yes,,"POLYGON ((116.356516 39.9563909, 116.356516 39.9562892, 116.3572361 39.9562892, 116.3572361 39.9563909, 116.356516 39.9563909))",POINT (116.35687605 39.95634005000001)
,665260276,,yes,,"POLYGON ((116.3574104 39.9563947, 116.3574087 39.9562144, 116.3579682 39.9562113, 116.3579698 39.9563916, 116.3574104 39.9563947))",POINT (116.3576892748322 39.95630299731526)
,665260277,,yes,,"POLYGON ((116.3580874 39.9563736, 116.3580869 39.9562119, 116.3588653 39.9562106, 116.3588657 39.9563724, 116.3580874 39.9563736))",POINT (116.3584763650311 39.95629212319913)
,681441378,,yes,,"POLYGON ((116.3570355 39.9578652, 116.3573878 39.9578664, 116.3573882 39.957807, 116.3574555 39.9578072, 116.3574566 39.9576021, 116.357385 39.9576018, 116.3573852 39.9575516, 116.3572068 39.957551, 116.3572065 39.9576082, 116.3570369 39.9576076, 116.3570355 39.9578652))",POINT (116.3572451035208 39.95771909894783)
,681441379,,yes,,"POLYGON ((116.3571925 39.9575063, 116.3571913 39.9574188, 116.3570314 39.9574201, 116.3570284 39.957194, 116.3573973 39.957191, 116.3574016 39.9575046, 116.3571925 39.9575063))",POINT (116.3572291385591 39.95733364189536)
,681441380,,yes,,"POLYGON ((116.3567656 39.9576396, 116.356763 39.9574197, 116.3569454 39.9574207, 116.3569512 39.9576384, 116.3567656 39.9576396))",POINT (116.3568561521164 39.95752992136661)
,849087945,,,parking,"POLYGON ((116.3242541 39.9456956, 116.324396 39.9454388, 116.3258493 39.9455563, 116.325838 39.9457783, 116.3242541 39.9456956))",POINT (116.3250613857992 39.94561730571809)
,849087963,,construction,,"POLYGON ((116.3182604 39.9559441, 116.3175952 39.9558947, 116.3174164 39.9575011, 116.3183176 39.9575669, 116.3183534 39.9571064, 116.3181602 39.9569748, 116.3182604 39.9559441))",POINT (116.3178784430213 39.95677904716637)
,849087964,,yes,,"POLYGON ((116.3201842 39.9484821, 116.3201913 39.948284, 116.3211807 39.9483047, 116.3211749 39.9484682, 116.3202813 39.9484494, 116.3202801 39.9484841, 116.3201842 39.9484821))",POINT (116.320674063111 39.94837788097792)
,849087965,,,parking,"POLYGON ((116.3192366 39.9474209, 116.3197409 39.9474538, 116.3199626 39.9473085, 116.320238 39.9472839, 116.3203167 39.9482352, 116.3198804 39.9482297, 116.3196407 39.9476869, 116.3192259 39.9476567, 116.3192366 39.9474209))",POINT (116.319911961004 39.94773090338425)
,849087966,,,parking,"POLYGON ((116.3215981 39.9488214, 116.3216679 39.9480287, 116.321907 39.9480411, 116.3218373 39.9488338, 116.3215981 39.9488214))",POINT (116.3217525724508 39.94843127748995)
,849087970,,yes,,"POLYGON ((116.3250777 39.9491762, 116.3251003 39.948995, 116.3259102 39.9490543, 116.3258876 39.9492355, 116.3250777 39.9491762))",POINT (116.32549395 39.94911524999999)
,849087971,,yes,,"POLYGON ((116.3249745 39.9496687, 116.3249904 39.9495446, 116.325887 39.9496119, 116.3258711 39.9497361, 116.3249745 39.9496687))",POINT (116.3254308095904 39.94964032962404)
,849087972,,yes,,"POLYGON ((116.3218402 39.9477554, 116.3218545 39.9473908, 116.3227307 39.94741, 116.3227164 39.9476211, 116.3220869 39.9476046, 116.3220762 39.9477609, 116.3218402 39.9477554))",POINT (116.3222329976302 39.94753458117746)
,849087973,,yes,,"POLYGON ((116.3211555 39.9466574, 116.3211774 39.9462432, 116.3216509 39.9462579, 116.3216291 39.9466721, 116.3211555 39.9466574))",POINT (116.3214032243208 39.94645765726784)
,849087974,,yes,,"POLYGON ((116.3200387 39.946354, 116.320045 39.9462045, 116.3210636 39.9462299, 116.3210496 39.9465604, 116.320779 39.9465536, 116.3207867 39.9463725, 116.3200387 39.946354))",POINT (116.3206404745081 39.94633441742955)
,849087975,,yes,,"POLYGON ((116.3203713 39.9477053, 116.3203806 39.947396, 116.3206545 39.9474008, 116.3206512 39.94751, 116.3211669 39.947519, 116.3211698 39.9474226, 116.3215645 39.9474296, 116.3215556 39.9477262, 116.3203713 39.9477053))",POINT (116.320972131627 39.94758207869643)
,849088015,,university,,"POLYGON ((116.3350008 39.9570624, 116.3341883 39.9570189, 116.3342059 39.9568251, 116.3350185 39.9568685, 116.3350008 39.9570624))",POINT (116.3346034117836 39.95694372515988)
,849088016,,university,,"POLYGON ((116.3350071 39.9572143, 116.3350357 39.9569298, 116.3354247 39.9569527, 116.3353961 39.9572373, 116.3350071 39.9572143))",POINT (116.3352159112639 39.95708352627722)
,849088017,,yes,,"POLYGON ((116.3309125 39.9560089, 116.3309452 39.9556308, 116.3322169 39.9556953, 116.3321841 39.9560736, 116.3309125 39.9560089))",POINT (116.331564732388 39.95585215086614)
,849088018,,yes,,"POLYGON ((116.3299184 39.9536613, 116.3299571 39.9532095, 116.3306622 39.9532451, 116.3306233 39.9536969, 116.3299184 39.9536613))",POINT (116.3302902522209 39.9534531894313)
,849088019,,yes,,"POLYGON ((116.3310172 39.953731, 116.3310559 39.9532792, 116.3317609 39.9533147, 116.3317221 39.9537665, 116.3310172 39.953731))",POINT (116.3313890261081 39.95352284471499)
,849088020,,yes,,"POLYGON ((116.3193971 39.9525321, 116.3194018 39.9522714, 116.3202812 39.9522807, 116.3202765 39.9525416, 116.3193971 39.9525321))",POINT (116.3198392061864 39.95240645068966)
,849088021,,yes,,"POLYGON ((116.3198003 39.9539174, 116.3198209 39.9534753, 116.3205981 39.9534966, 116.3205775 39.9539386, 116.3198003 39.9539174))",POINT (116.3201991853775 39.95370697437931)
,849088023,,yes,,"POLYGON ((116.3194903 39.9519556, 116.3194965 39.9517388, 116.3203727 39.9517536, 116.3203665 39.9519704, 116.3194903 39.9519556))",POINT (116.3199315 39.9518546)
,849088061,,,college,"POLYGON ((116.3255761 39.9575569, 116.3273643 39.9576392, 116.3272856 39.9585712, 116.3280223 39.9586096, 116.3278506 39.9607587, 116.3283442 39.9607916, 116.3281582 39.9629845, 116.3317845 39.9628968, 116.3312982 39.9658954, 116.3259337 39.9658845, 116.3261412 39.9644043, 116.3265025 39.963768, 116.325109 39.9632346, 116.3252185 39.9629132, 116.3252757 39.9617674, 116.3211415 39.9613891, 116.3184942 39.9612339, 116.3185595 39.9604846, 116.3172148 39.9603585, 116.3173314 39.9589631, 116.3173418 39.9588674, 116.3173793 39.9586918, 116.319618 39.9588289, 116.3196753 39.9581381, 116.3252042 39.958489, 116.3255761 39.9575569))",POINT (116.3251527371739 39.96141782007754)
,849088073,,yes,,"POLYGON ((116.3233434 39.9589904, 116.3233697 39.9587739, 116.3243444 39.9588434, 116.324318 39.95906, 116.3233434 39.9589904))",POINT (116.3238439150335 39.95891692623052)
,849088074,,yes,,"POLYGON ((116.3224579 39.9590107, 116.3224741 39.958844, 116.3231019 39.9588798, 116.3230857 39.9590465, 116.3224579 39.9590107))",POINT (116.3227799 39.95894525)
,856809448,,toilets,,"POLYGON ((116.3284776 39.9419615, 116.3284654 39.9420316, 116.3281117 39.9419927, 116.3281219 39.9419194, 116.3282954 39.9419399, 116.3284776 39.9419615))",POINT (116.3282929541623 39.9419761125451)
融汇国际,857990966,,commercial,,"POLYGON ((116.3392996 39.9455886, 116.339321 39.9454735, 116.3394122 39.9447908, 116.3386398 39.9450087, 116.3385539 39.9455393, 116.3392996 39.9455886))",POINT (116.3390032315813 39.94523021325201)
,860112149,,train_station,,"POLYGON ((116.3473575 39.9412751, 116.3475479 39.9407743, 116.3479872 39.9408725, 116.3485228 39.9409922, 116.3483324 39.9414931, 116.3473575 39.9412751))",POINT (116.3479401635053 39.94113368264966)
北京交通大学,,3579487,,university,"MULTIPOLYGON (((116.3338563 39.9478206, 116.3338078 39.947689, 116.333486 39.9476232, 116.3329817 39.9478206, 116.332088 39.9483192, 116.3318579 39.9484869, 116.3306535 39.9496029, 116.3304578 39.9499172, 116.3304069 39.9500119, 116.3303419 39.9501327, 116.3302421 39.9503305, 116.3301158 39.9506884, 116.3310076 39.9508638, 116.3308506 39.9514204, 116.3308145 39.9514807, 116.3309486 39.9515026, 116.3308574 39.9518754, 116.3321556 39.9520235, 116.333604 39.9521715, 116.3337122 39.9517118, 116.3375625 39.9524138, 116.3378916 39.9512831, 116.3404266 39.9516893, 116.3412063 39.951876, 116.3415375 39.951926, 116.3421043 39.9494091, 116.3371767 39.947944, 116.3374688 39.9473286, 116.3356923 39.9468453, 116.3353458 39.94787, 116.335278 39.9480706, 116.3348461 39.9479946, 116.3338563 39.9478206)))",POINT (116.3359899095518 39.94997591078017)
,,7033653,yes,,"MULTIPOLYGON (((116.3239708 39.9452992, 116.3245448 39.9453404, 116.3245475 39.9453136, 116.324636 39.9453218, 116.3246789 39.9450093, 116.3246065 39.9450134, 116.3246091 39.9449867, 116.3239842 39.9449167, 116.3239788 39.9449579, 116.3237482 39.9449373, 116.3236865 39.945254, 116.3239279 39.9452684, 116.3239359 39.945291, 116.3239708 39.9452992)))",POINT (116.3241922266202 39.94513016585211)
